order_id;order_date;customer_id;product_id;product_name;brand;category;gender;size_eu;color;unit_price;qty;order_total;country;city;device_type;source
73;2024-06-12T17:05:58;173;5073;New Balance Hiking Men Brown;New Balance;Hiking;Men;45;Brown;389.99;1;389.99;DE;Monachium;mobile;organic
74;2024-06-12T17:08:22;174;5074;Vans Sneakers Men Black;Vans;Sneakers;Men;43;Black;259.99;1;259.99;PL;Wroc³aw;desktop;paid
75;2024-06-12T17:10:46;175;5075;Reebok Running Women White;Reebok;Running;Women;37;White;289.99;2;579.98;PL;£ódŸ;mobile;organic
76;2024-06-12T17:13:10;176;5076;Asics Lifestyle Men Grey;Asics;Lifestyle;Men;42;Grey;279.99;1;279.99;FR;Paris;desktop;organic
77;2024-06-12T17:15:34;177;5077;Nike Football Men Yellow;Nike;Football;Men;45;Yellow;349.99;1;349.99;PL;Kraków;mobile;email
78;2024-06-12T17:17:58;178;5078;Adidas Running Women Blue;Adidas;Running;Women;38;Blue;319.99;1;319.99;PL;Warszawa;desktop;organic
79;2024-06-12T17:20:22;179;5079;Puma Sneakers Men Red;Puma;Sneakers;Men;43;Red;249.99;1;249.99;UK;Manchester;mobile;social
80;2024-06-12T17:22:46;180;5080;Converse Lifestyle Women Black;Converse;Lifestyle;Women;39;Black;229.99;1;229.99;PL;Gdañsk;desktop;organic
81;2024-06-12T18:01:03;181;5081;New Balance Running Men White;New Balance;Running;Men;44;White;349.99;1;349.99;PL;Warszawa;mobile;paid
82;2024-06-12T18:03:27;182;5082;Vans Sneakers Unisex Grey;Vans;Sneakers;Unisex;41;Grey;239.99;1;239.99;CZ;Praga;desktop;organic
83;2024-06-12T18:05:51;183;5083;Reebok Football Men Blue;Reebok;Football;Men;45;Blue;329.99;1;329.99;PL;£ódŸ;mobile;organic
84;2024-06-12T18:08:15;184;5084;Asics Running Women Pink;Asics;Running;Women;37;Red;299.99;1;299.99;DE;Hamburg;desktop;email
85;2024-06-12T18:10:39;185;5085;Nike Lifestyle Men Black;Nike;Lifestyle;Men;43;Black;279.99;2;559.98;PL;Poznañ;mobile;organic
86;2024-06-12T18:13:03;186;5086;Adidas Sneakers Women White;Adidas;Sneakers;Women;38;White;259.99;1;259.99;FR;Lyon;desktop;social
87;2024-06-12T18:15:27;187;5087;Puma Running Men Grey;Puma;Running;Men;44;Grey;309.99;1;309.99;PL;Wroc³aw;mobile;organic
88;2024-06-12T18:17:51;188;5088;Converse Lifestyle Unisex Red;Converse;Lifestyle;Unisex;40;Red;219.99;1;219.99;PL;Warszawa;desktop;paid
89;2024-06-12T18:20:15;189;5089;New Balance Hiking Men Brown;New Balance;Hiking;Men;45;Brown;389.99;1;389.99;DE;Berlin;mobile;organic
90;2024-06-12T18:22:39;190;5090;Vans Sneakers Men Blue;Vans;Sneakers;Men;42;Blue;249.99;1;249.99;PL;Kraków;desktop;organic
91;2024-06-12T19:01:12;191;5091;Reebok Running Women Black;Reebok;Running;Women;37;Black;289.99;1;289.99;PL;Gdañsk;mobile;organic
92;2024-06-12T19:03:36;192;5092;Asics Lifestyle Men White;Asics;Lifestyle;Men;43;White;279.99;1;279.99;UK;London;desktop;email
93;2024-06-12T19:05:59;193;5093;Nike Football Kids Yellow;Nike;Football;Kids;35;Yellow;199.99;2;399.98;PL;Warszawa;mobile;social
94;2024-06-12T19:08:23;194;5094;Adidas Running Men Blue;Adidas;Running;Men;44;Blue;329.99;1;329.99;PL;£ódŸ;desktop;organic
95;2024-06-12T19:10:47;195;5095;Puma Sneakers Women Red;Puma;Sneakers;Women;38;Red;239.99;1;239.99;FR;Paris;mobile;paid
96;2024-06-12T19:13:11;196;5096;Converse Lifestyle Unisex Grey;Converse;Lifestyle;Unisex;41;Grey;219.99;1;219.99;DE;Hamburg;desktop;organic
97;2024-06-12T19:15:35;197;5097;New Balance Running Men Green;New Balance;Running;Men;44;Green;339.99;1;339.99;PL;Poznañ;mobile;organic
98;2024-06-12T19:17:59;198;5098;Vans Sneakers Men Black;Vans;Sneakers;Men;43;Black;259.99;1;259.99;CZ;Brno;desktop;organic
99;2024-06-12T19:20:23;199;5099;Reebok Running Women White;Reebok;Running;Women;37;White;289.99;1;289.99;PL;Katowice;mobile;organic
100;2024-06-12T19:22:47;200;5100;Asics Lifestyle Men Grey;Asics;Lifestyle;Men;42;Grey;279.99;1;279.99;PL;Warszawa;desktop;organic
